UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Daniel Warner,@ddubthedev,2021-02-23T03:22:10.000Z,"Replying to 
@samuelgbrooks
 and 
@UberEats","I had that happen to me with DoorDash one time as well, but they were also very quick to respond and resolve the issue.",,,,,[],https://twitter.com/ddubthedev/status/1364052908115783682
Kimchi,@KimchiLuvvv,2021-02-23T01:47:18.000Z,"I don’t get why 
@PopeyesChicken
 on Lakestreet can’t get their crap together and keep stealing $2.80 from me because their staff on multiple occasions gave me Minute Maid when I ordered frozen lemonade on DoorDash orders I but don’t have that issue in drive thru ",,🤔,,,,[],https://twitter.com/KimchiLuvvv/status/1364029032317267973
The Don,@WeldonG__,2021-02-23T01:41:23.000Z,"Yooo wtf is going with 
@DoorDash
 in Nashville lately?? Ain’t no more snow!! What’s the issue??",,,1,,,[],https://twitter.com/WeldonG__/status/1364027545126060032
Paige Applegate,@Paige_notfound_,2021-02-23T01:37:32.000Z,"Replying to 
@DoorDash
 and 
@DoorDash_Help",I was just chatting with someone. That’s part of the issue. They gave me zero answers and I’m still left without my food or my money.,♍,2,,,[],https://twitter.com/Paige_notfound_/status/1364026573507149829
DoorDash,@DoorDash,2021-02-23T01:29:23.000Z,"Replying to 
@ohyeahitsal3x","Hello 
@ohyeahitsal3x
. We'd like to get you immediate help. Please Chat via the link below to help us resolve your issue: https://help.doordash.com/s/?language=en_US…",,1,,,[],https://twitter.com/DoorDash/status/1364024523826352131
DoorDash,@DoorDash,2021-02-23T01:26:27.000Z,"Replying to 
@madi_r_thomass","Hello 
@madi_r_thomass
. We'd like to get you immediate help. Please Chat via the link below to help us resolve your issue: https://help.doordash.com/s/?language=en_US…",,,,,[],https://twitter.com/DoorDash/status/1364023786840993795
AJ,@ajberry2,2021-02-23T00:45:17.000Z,"Ok 
@DoorDash
 this is getting beyond ridiculous. My friend has been waiting OVER A MONTH for you guys to get off your butt & fix the error that 
@checkr
 did. Checkr fixed it but you guys have taken weeks! Unacceptable!
@keprtv
 @KNDUKNDO
 can you help? My friend needs to work!",,,1,,,[],https://twitter.com/ajberry2/status/1364013427354599426
All We Need Is Love,@TonyTon3x,2021-02-24T23:05:27.000Z,"Replying to 
@giajacobsss
 @DoorDash
 and 
@DoorDash_Help",appreciate you but never using doordash again. they've still yet to resolve the issue.,💘,,,1,[],https://twitter.com/TonyTon3x/status/1364713076705099778
Mari,@Caitlelyn,2021-02-24T21:21:35.000Z,Yo has doordash fixed that issue where drivers weren't getting tips from the people? I know they apologized about it lol but I don't remember if they did actually anything about it,,🔥 🔥,,,,[],https://twitter.com/Caitlelyn/status/1364686937001517066
San Diego Retail,@SDRetailBrokers,2021-02-24T20:54:34.000Z,"DoorDash, Uber Eats, and Grubhub, can charge restaurants up to 30% of every order which continue to dent restaurants profits. Entrepreneurs and eateries pitch workarounds, such as Spread and Fare to fix this issue. #MaximizingValue…https://lnkd.in/guRpPif","Restaurants and Startups Try to Outrun Uber Eats and DoorDash
Apps like DoorDash, Uber Eats and Grubhub brought small restaurants a flood of customers in the pandemic—and charged hefty commissions. New food-ordering services offer eateries a way around those...
wsj.com",,,1,,['https://pbs.twimg.com/card_img/1366026843564826636/jyetWxtF?format=jpg&name=small'],https://twitter.com/SDRetailBrokers/status/1364680137661247489
C_Buzzbee,@BudDaPVBandGeek,2021-02-24T18:31:05.000Z,"Hey 
@PapaJohns
 I ordered  
 last night thru ur app & never received it. Called 2 complain, & they blamed it on 
@DoorDash
. They offered to make another 
& that one never arrived. I never received a 
 from yall 2say there was an issue with my order!  Got $ Bk 2day, but #dobetter",,🍕 🍕 📝,1,,,[],https://twitter.com/BudDaPVBandGeek/status/1364644028952702978
Melody,@Melaniiilove,2021-02-24T15:28:18.000Z,"@DoorDash_Help
 I have been waiting 4 months for my last payment! I keep being told that the issue will be escalated to your “special team” but no one ever contacts me with an update! Ever!",,,,,,[],https://twitter.com/Melaniiilove/status/1364598030771527685
ThePrincessKayCosmetics,@PrincessKayCo,2021-02-24T13:07:06.000Z,"@DoorDash
 does door dash ever reply?? I’ve been waiting for someone to help fix my issue. Tried signing up for door dash and yall keep saying theirs something on my background when theirs NOTHING on it and I’ve pulled it myself ! Please fix this !",,💕,,,,[],https://twitter.com/PrincessKayCo/status/1364562497387200519
Ross,@Rossi_Dee,2021-02-24T11:01:47.000Z,"Replying to 
@tomfgoodwin","Is there a problem? I agree entirely btw. But often struggle to equate the issue back to the real world. If Doordash valuation is laughable, does that impact any ""real"" people. When they disappear, another brand will happily take on their customer base.",,1,,,[],https://twitter.com/Rossi_Dee/status/1364530961292136454
ßeautífułCãtãstrophë,@c_nicolee18,2021-02-24T06:55:22.000Z,"@DoorDash
 is ridiculous. Credits under $5 when whole meals 20+ are inedible for the humans who ordered them, and then when just asking to share feedback with the “restaurants” and bring attention to what I felt was an issue...they disconnect abruptly",,,,,,[],https://twitter.com/c_nicolee18/status/1364468947928637441
ACME MerasouL,@DMerasouL,2021-02-24T04:54:02.000Z,"Replying to 
@Menulog","yep, uber and doordash; i dont remember the issue with doordash but with uber it kept forcing me to go with ""leave at door"" option and still wasnt allowing me to pay to order",,,,,[],https://twitter.com/DMerasouL/status/1364438412992811011
DoorDash,@DoorDash,2021-02-24T02:39:45.000Z,"Replying to 
@TheRealSinXX","Hi 
@TheRealSinXX
. I'm so sorry for the delay on your order :( Let's figure out what's wrong! Please Chat via the link below to help us resolve your issue: https://help.doordash.com/s/?language=en_US…",,,,,[],https://twitter.com/DoorDash/status/1364404621620428803
Andrew Lackie,@AndrewLackie,2021-02-24T00:53:08.000Z,"@TacoBellCanada
 It's not the first time this has happened either. I have used 
@DoorDash
 and now 
@Uber_Support
 and they have both had same issue of order bean and getting beef. Need to look at how orders get input into your system correctly. I love Taco Bell but this makes me sad.",,,,,1,[],https://twitter.com/AndrewLackie/status/1364377788229316610
𝖐𝖓𝖎𝖋𝖊 𝖇𝖎𝖙𝖈𝖍,@starcatalyst,2021-02-24T00:34:50.000Z,"In the amount of time that it's taking to resolve this 
@DoorDash
 issue, we could've just gone to the fucking restaurant to get the food.",,🗡 🗡,2,,5,[],https://twitter.com/starcatalyst/status/1364373185035202561
DoorDash,@DoorDash,2021-02-24T00:17:51.000Z,"Replying to 
@ChefKour","Hi 
@ChefKour
! I'm so sorry for the delay! Let's figure out where your order is currently at! Please Chat via the link below to help us resolve your issue: https://help.doordash.com/s/?language=en_US…",,,,,[],https://twitter.com/DoorDash/status/1364368910938746884
hay,@hayxmua,2021-02-24T00:10:06.000Z,"I’m trying to order groceries on 
@DoorDash
 and I keep getting this error. does anyone know what will happen if I place the order anyway lmao I’m not trying to get non-vegan food",,🍄,3,,2,['https://pbs.twimg.com/media/Eu80hHOVIAMtsGk?format=jpg&name=900x900'],https://twitter.com/hayxmua/status/1364366959937224705
Christian,@christiannisaac,2021-02-25T20:20:31.000Z,"@DoorDash_Help
 I’ve been trying to signup for 3 weeks lol everytime I speak to support I get multiple different responses to the same issue and haven’t made any progress. Was Told multiple times Id get called or get an email but never have.",,,1,,,[],https://twitter.com/christiannisaac/status/1365033960305266694
Beauty_by_Jaz,@Beauty_by_Jaz,2021-02-25T20:20:26.000Z,"Replying to 
@ChipotleTweets","I did. Thank you. However, my issue is with the door dash delivery and not Chipotle. The door dash driver never called me.",,,,,[],https://twitter.com/Beauty_by_Jaz/status/1365033938381602821
Megg Sohn,@MeggSohn,2021-02-25T20:04:16.000Z,"Replying to 
@vons",I'm extremely sad and disappointed to hear today that my Vons delivery driver (not Door Dash) with the helpful refrigerated trucks won't be back. They've all been fired. Door Dash deliveries from Vons have always had a error. I'll be shopping elsewhere.,,,,,[],https://twitter.com/MeggSohn/status/1365029870456119298
Megg Sohn,@MeggSohn,2021-02-25T20:04:12.000Z,"Replying to 
@vons",I'm extremely sad and disappointed to hear today that my Vons delivery driver (not Door Dash) with the helpful refrigerated trucks won't be back. They've all been fired. Door Dash deliveries from Vons have always had a error. I'll be shopping elsewhere.,,,,,[],https://twitter.com/MeggSohn/status/1365029851682381827
Megg Sohn,@MeggSohn,2021-02-25T20:04:07.000Z,"Replying to 
@vons",I'm extremely sad and disappointed to hear today that my Vons delivery driver (not Door Dash) with the helpful refrigerated trucks won't be back. They've all been fired. Door Dash deliveries from Vons have always had a error. I'll be shopping elsewhere.,,,,,[],https://twitter.com/MeggSohn/status/1365029831570640896
Megg Sohn,@MeggSohn,2021-02-25T20:03:39.000Z,"Replying to 
@vons",I'm extremely sad and disappointed to hear today that my Vons delivery driver (not Door Dash) with the helpful refrigerated trucks won't be back. They've all been fired. Door Dash deliveries from Vons have always had a error. I'll be shopping elsewhere.,,,,,[],https://twitter.com/MeggSohn/status/1365029712200785921
Megg Sohn,@MeggSohn,2021-02-25T20:03:33.000Z,"Replying to 
@vons
 and 
@KimsCravings",I'm extremely sad and disappointed to hear today that my Vons delivery driver (not Door Dash) with the helpful refrigerated trucks won't be back. They've all been fired. Door Dash deliveries from Vons have always had a error. I'll be shopping elsewhere.,,,,,[],https://twitter.com/MeggSohn/status/1365029690017153024
Megg Sohn,@MeggSohn,2021-02-25T20:03:28.000Z,"Replying to 
@vons",I'm extremely sad and disappointed to hear today that my Vons delivery driver (not Door Dash) with the helpful refrigerated trucks won't be back. They've all been fired. Door Dash deliveries from Vons have always had a error. I'll be shopping elsewhere.,,1,,,[],https://twitter.com/MeggSohn/status/1365029669196623873
Megg Sohn,@MeggSohn,2021-02-25T20:03:20.000Z,"Replying to 
@vons",I'm extremely sad and disappointed to hear today that my Vons delivery driver (not Door Dash) with the helpful refrigerated trucks won't be back. They've all been fired. Door Dash deliveries from Vons have always had a error. I'll be shopping elsewhere.,,1,,,[],https://twitter.com/MeggSohn/status/1365029635356958721
"ʜʀʜ ᴘʀɪɴᴄ ᴡɪʟʟɪᴀᴍ ʏᴀᴍ, ᴅᴜᴄ ᴅᴇ ᴅᴄ",@wilar,2021-02-25T20:00:17.000Z,"@dkhos
 @UberEats
 If I do not get a timely response, I will use a database to find and call and email every mid-level manager and every single last executive about this issue, since you're so cheap you can't hire phone customer service. (DoorDash does, and I'm VIP with them.)",,👑,2,,,[],https://twitter.com/wilar/status/1365028865819705359
Adam,@TheAdamRB,2021-02-25T19:02:27.000Z,"I’m surprised places like 
@ChipotleTweets
 & 
@ChickfilA
 that typically have good customer service, partner w/ 
@DoorDash
 with no control over the delivery experience. When there’s an issue, “call DoorDash” is an unacceptable response for an order placed through the restaurant app.",,🆎,1,,2,[],https://twitter.com/TheAdamRB/status/1365014310448209920
Kyle Stephens,@hobbsroy,2021-02-25T18:17:20.000Z,"@DoorDash
 Can you help resolve a gift card issue? No email responses for over 2 months and the phone and chat resource can't help according to representatives.",,,,,,[],https://twitter.com/hobbsroy/status/1365002958983856134
Pop Rose1,@PJ_Morris1,2021-02-25T17:58:20.000Z,"Replying to 
@DoorDash
 and 
@SylviasSoulFood",Reaching out about a ongoing payment issue I’ve contacted you via phone and email multiple times and no response please reach out.,,1,,,[],https://twitter.com/PJ_Morris1/status/1364998175652634625
Sheree Johnson,@SAJohnson,2021-02-25T17:24:03.000Z,"@DoorDash_Help
 I ordered breakfast yesterday AM & order was to take less than 30 mins. After 1 hour rcv’d message driver had picked up & on her way.  15 mins. later rcv’d message a driver issue surfaced & order was canceled! Never received a credit! Plz help - ree@sprintmail.com",,,,,,[],https://twitter.com/SAJohnson/status/1364989547373862921
Mrh12345,@Mrh123452,2021-02-25T16:50:37.000Z,"@Uber_Support
 I have not been impressed with your customer service at all. I had a major issue yesterday with my order and I still have not received a reply. Door dash has always cleared up my issue immediately.",,,1,1,,[],https://twitter.com/Mrh123452/status/1364981135235760132
Jefé Keeling,@JeffKeeling11,2021-02-25T14:23:04.000Z,"Replying to 
@DoorDash_Help","My issue still hasn’t been addressed.  
@DoorDash
 @DoorDash_Help
 driver just walks into a 15 million dollar dealership, cussing myself and my cop workers out. None of us will ever order 
@DoorDash
 again.",,2,,,[],https://twitter.com/JeffKeeling11/status/1364944001305083907
Brian,@Airborneenvy,2021-02-25T12:58:38.000Z,"Replying to 
@PinkCBJ
 and 
@DoorDash",Live in NY and DoorDash is perfect.  Been in FL for the past month and had an issue with almost every delivery.  Don’t have Ubereats or postmates where I live in NY so that could be a contributing factor,,1,,,[],https://twitter.com/Airborneenvy/status/1364922754659737601
jad,@jadboualwan1,2021-02-25T08:23:13.000Z,"@DoorDash
 I have been working for y'all for almost 6 months now and doing great. My account got deactivated for something I had no control over. I contacted dasher support and received very little help and could not get the issue solved. what a disappointment.",,,,,,[],https://twitter.com/jadboualwan1/status/1364853445816184835
it's jess!,@theacademyisnt,2021-02-25T08:06:59.000Z,"@DoorDash
 hi, one of your employee's packages came to my address in error yesterday. Is there any way they can be located so I can bring it to them? They very likely live on the same street as me.",,,,,,[],https://twitter.com/theacademyisnt/status/1364849359939059718
"Jarrod Kovarik
living in Seattle",@jarrod_kovarik,2021-02-25T07:21:31.000Z,"Replying to 
@heelmanitoba","Is #alexa not linked to Grubhub or Door Dash, or whatever? Then if you install a ring doorbell and lock system, you can ask Alexa to order food, see when the delivery arrives, provide instructions, and unlock the door for the delivery person. Don't see the issue...but tip WELL!",,1,,1,[],https://twitter.com/jarrod_kovarik/status/1364837918435590144
jayme,@CoronaMamii,2021-02-25T06:03:45.000Z,"Replying to 
@PinkCBJ
 and 
@DoorDash",I uninstalled after a driver stole my food lmao I’ve never had an issue with Postmates or ubereats ,🥰,,,,[],https://twitter.com/CoronaMamii/status/1364818347356000256
Michael Freeman,@mikefreeman1012,2021-02-25T06:02:19.000Z,"Replying to 
@mudpoet
 and 
@DoorDash","Have you updated your market on the map? I had that issue today, gps took me to the wrong house",,1,,,[],https://twitter.com/mikefreeman1012/status/1364817984938795009
Chelsea,@PinkCBJ,2021-02-25T05:56:54.000Z,"I am officially deleting 
@DoorDash
 after using it relgiously. I used to have this issue constantly in Florida. For the 2nd time this week I ordered and the driver picks up MY food then does ANOTHER order. This time with ice cream. It will be melted by the time it gets here...",,,12,1,103,[],https://twitter.com/PinkCBJ/status/1364816624105099267
Voidcrab Rangoon,@KingBigBr,2021-02-25T04:50:16.000Z,"@Applebees
 hey applebees so I ordered from y’all on doordash and there was a fucking pincher bug /IN/ one of my chicken tenders. Honestly the worst experience I’ve ever had with a restaurant meal of any kind. Looking to know what can be done to make this right.",,,,1,,['https://pbs.twimg.com/media/EvC-O0iUcAUrSGz?format=jpg&name=small'],https://twitter.com/KingBigBr/status/1364799853356744707
D. P. Costea,@Gliese581_Envoy,2021-02-25T04:30:01.000Z,"Replying to 
@Mikemord","A company this large would need to issue #Bodycams to all of it's delivery contractors in order to mitigate the chances of #fraud or false #injury claims because people are BECOMING more inherently dishonest about,... everything!

#DoorDash leaves it to each person to cover us.",,,1,,[],https://twitter.com/Gliese581_Envoy/status/1364794755893370881
*kufi intensifies*,@essie_honey,2021-02-25T01:18:39.000Z,"Doordash is fucking up 
 they keep pausing my dash for no reason and I’m on hold for dasher support so I suspect this is a global issue",,😒,1,,2,[],https://twitter.com/essie_honey/status/1364746598757105665
Vaz 'Bax!,@VazDrae,2021-02-25T00:49:18.000Z,"Okay. Uber Eats, Door Dash, EatStreet drivers... you can’t just park in the bike lane and block passing traffic to pickup food. It’s becoming a huge issue downtown here. I can’t pass them in my work truck. They block the lane.",,,1,,3,[],https://twitter.com/VazDrae/status/1364739212776525825
"Johnny Grunas
グラナズ・ジョニー",@PJpremiere,2021-02-25T00:01:20.000Z,"Replying to 
@dadlook
 @UberEats
 and 
@DoorDash","I've used DoorDash pretty frequently. Couple of Chinese food places, Subway, couple of coney islands. I've never run into an issue with it.",,,1,,[],https://twitter.com/PJpremiere/status/1364727141565419520
Cheryl Goodwin,@Chery1Goodwin,2021-02-26T23:16:53.000Z,"@DoorDash_Help
 is there a computer issue in the 38654 area? Very few restaurants are showing. Thank you.",,,,,,[],https://twitter.com/Chery1Goodwin/status/1365440730592903176
Stocks & Blondes,@blondes_stocks,2021-02-26T20:14:26.000Z,"@DoorDash
 Several orders I declined are going through as accepted and ""unassigned"". I have never not completed an order I accepted. Please address this on going issue with your app.",,,,,,[],https://twitter.com/blondes_stocks/status/1365394815173746691
dillon,@stillhodl,2021-02-26T19:04:36.000Z,"Replying to 
@itsLIRAN
 and 
@UberEats","@DoorDash
 has generally been very good with support for me any time I’ve had an issue",,1,,1,[],https://twitter.com/stillhodl/status/1365377243539795975
Pop Rose1,@PJ_Morris1,2021-02-26T15:41:26.000Z,"Replying to 
@DoorDash_Help",I’m reaching out about not receiving my pay it’s been two weeks now and nothing and your support team doesn’t respond to emails or calls please DM me regarding this issue to clear it up.,,,,,[],https://twitter.com/PJ_Morris1/status/1365326114256805888
WINGS,@fiddymob,2021-02-26T15:36:45.000Z,"I have an unresolved issue, anyway you can help? 
@DoorDash_Help
 @DoorDash",,,,,,[],https://twitter.com/fiddymob/status/1365324935288279045
Alma,@grimmsis,2021-02-26T15:09:31.000Z,"@DoorDash_Help
 all the restaurants in my area are for pick up only. Is there a system issue?",,,,,,[],https://twitter.com/grimmsis/status/1365318079715176449
Deva,@UPBookBlog,2021-02-26T14:27:28.000Z,"Trying to figure out why 
@doordash
 in Dallas is taking between 1 and 2 hours to deliver. Got cold food one time and no food (with refund due to driver issue) 2 times. What's going on?",,,,,,[],https://twitter.com/UPBookBlog/status/1365307500166328323
Zakiii,@saqi06380986,2021-02-26T06:16:32.000Z,"Replying to 
@gokulr
 and 
@t_xu","Then yesterday I received email doordash already reactivate my account. But when I click for dash in. It's show me error...dasher need to be active for dash,, that's mean representatives lied with me. I don't know what is going on with doordash.",,,,,[],https://twitter.com/saqi06380986/status/1365183949207650309
Zakiii,@saqi06380986,2021-02-26T06:15:21.000Z,"Replying to 
@gokulr
 and 
@t_xu",I am deactivate since last month. They are not gonna resolve my issue. I am waiting my appeals result since last month. Doordash reprisentatives emailing me everyday with new stories. Last week they said I applied for covid assistance. But I didn't,,,,,[],https://twitter.com/saqi06380986/status/1365183652800380931
Zakiii,@saqi06380986,2021-02-26T06:04:47.000Z,"Replying to 
@andyfang
 and 
@pgaooo","I did everything what I can. Yesterday I received email from door dash. They said my account is active already. When I click to dash in. It's show me error. Dasher need to be active for dash. 
What is going with them. Representatives are giving us false information.",,,,,[],https://twitter.com/saqi06380986/status/1365180994295394304
The Nel Dog,@TheeNelDog,2021-02-26T03:44:15.000Z,"Replying to 
@1hairyman
 @BWWings
 and 
@DoorDash",If they are dropping it off for a contactless delivery then there is zero issue,,,,1,[],https://twitter.com/TheeNelDog/status/1365145625688371202
Kat B,@IamKGB,2021-02-26T02:48:48.000Z,"3/3 
@WalmartCanada
  My 75 yo medically vulnerable MOM just had a similar issue. 
@DoorDash
 driver went to WRONG ADDRESS, accused her of putting wrong addy in, then threatened to leave my mom's order OUTSIDE her apt building. THEN left it at WRONG apt in her building. #NOTOK",,,2,1,,[],https://twitter.com/IamKGB/status/1365131672048394244
DoorDash Help,@DoorDash_Help,2021-02-26T01:49:14.000Z,"Replying to 
@_Amaryahx3","Hey 
@_Amaryahx3
 ! What can we do to assist you? Please DM back your email associated with your DoorDash account, some details to what you're experiencing, and we will work to get your issue resolved! ~ Richard",,,,,[],https://twitter.com/DoorDash_Help/status/1365116680951787520
AppDeliveryDriverAlliance,@alliance_app,2021-02-26T00:13:45.000Z,To app delivery drivers.. if a restaurant does anything to cause an order to be late.. make sure you text the customer to inform them of the issue. This step absolves you of responsibility in the eye of the customer & can potentially increase your tip. #Doordash #BrunswickOhio,,,,,,[],https://twitter.com/alliance_app/status/1365092651956113408
Sydney Bishop,@sydneylbishop,2021-02-26T00:04:33.000Z,"@ChipotleTweets
 the help chat just disconnected me without resolving my issue - I ordered pick up for 7pm and when I got to the screen after I paid it said 12:45. Your chat told me to contact door dash then disconnected? I didn’t order through door dash.",,,2,,1,[],https://twitter.com/sydneylbishop/status/1365090337786630145
BansheeBoo ENVTuber #BLM Debut: TBA GIVEAWAY,@BansheeB00,2021-02-27T23:01:40.000Z,"@DoorDash
 what the heck man all the restaurants I've been ordering from for months now are unavailable because I'm apparently ""too far away""

please fix this issue I'm hungry",,,,,2,[],https://twitter.com/BansheeB00/status/1365799287121092609
S. Nickolle,@FrillySlayerPig,2021-02-27T23:01:36.000Z,"Replying to 
@mattsaavedra
 @DoorDash
 and 
@SylviasSoulFood",I'm having same issue,,,,1,[],https://twitter.com/FrillySlayerPig/status/1365799274185900040
