UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Toby Grace,@dream_wold,2021-01-21T22:22:49.000Z,"Having to contact 
@Instacart
 about an issue with my order after EVERY order is why I drink.",,,,,1,[],https://twitter.com/dream_wold/status/1352381160563773440
Kel,@Kel_inthecube,2021-01-21T21:59:39.000Z,"Replying to 
@verge","I'm already completely pissed at 
@Instacart
 so boycotting is not an issue for me.",🥡 🥧 🐶,,,1,[],https://twitter.com/Kel_inthecube/status/1352375331441631235
Instacart,@Instacart,2021-01-21T20:41:38.000Z,"Replying to 
@MedicMomma3","Thank you for letting us escalate this issue to our product support team for review. If you need any other help in the meantime, feel free to reach out to us again. We're ""berry"" 
 happy to help! —Bloom",🍓,,,,[],https://twitter.com/Instacart/status/1352355697338552321
Connie Maltin,@NoGlutenGal,2021-01-21T19:28:14.000Z,"This is the issue, we worked hard planned to enjoy our last years,not sit home waiting for Instacart delivery.
""At 81, seriously, how many years do I have left? Lost a whole year already? I resent that it's because of incompetence of people that I look to provide care I need.""",,,1,,,[],https://twitter.com/NoGlutenGal/status/1352337225518903297
Instacart,@Instacart,2021-01-21T18:08:39.000Z,"Replying to 
@GigDriverBS","Hey there! 
 If you would like to respond to order issue feedback, you can enter a claim under the ""How am I doing?"" section of the Shopper App. If you have any other questions about this, feel free to reach out to us. We're happy to help. —Bloom",👋,2,,,[],https://twitter.com/Instacart/status/1352317197369155586
CapybaraAdrift,@CapybaraAdrift,2021-01-21T16:54:17.000Z,"Jan 15th I placed an order with 
@Instacart
 .  Not only did I not receive any of my items, but I was charged for 2 $75 error items for a total of $230+. I called right away to get it straightened out and keep getting strung along.  
@Instacart
  FIX THIS. High volume or not, FIX IT.",,,3,,1,[],https://twitter.com/CapybaraAdrift/status/1352298484611874816
BananabeatLisa,@TNLisa,2021-01-21T16:02:15.000Z,"@Instacart
 we have folks still using 3rd party bot programs in my zone. Is this issue ever going to get fixed?",,,,,,[],https://twitter.com/TNLisa/status/1352285387792797698
Nerd Mellon,@TheNerdyMel,2021-01-21T15:29:08.000Z,"@Instacart
 The experience of reporting that my order was delivered to the wrong address was just awful.
You absolutely shouldn't make people adjust tips BEFORE they can report issues like missing the entirety of their order.
Your chat person responded to my issue description--",,,6,,3,[],https://twitter.com/TheNerdyMel/status/1352277055107457025
Instacart,@Instacart,2021-01-21T14:42:21.000Z,"Replying to 
@MedicMomma3","Hey there! 
 We'd like to look into this for you. Could you please provide some more context about the issue you've encountered? —Bloom",👋,1,,1,[],https://twitter.com/Instacart/status/1352265281561894917
Jenn Upton,@jennrupton,2021-01-22T21:52:24.000Z,"@FoodLion
 @Instacart
 i can’t tell my current store that i’m here because the site won’t load, all the links in my texts are coming up with this error. loads fine on desktop but that doesn’t help me in the parking lot.",,,2,,,['https://pbs.twimg.com/media/EsXiHzsW8AITBtA?format=jpg&name=900x900'],https://twitter.com/jennrupton/status/1352735893422039040
Football Team 22,@FootballTeam221,2021-01-22T21:24:32.000Z,"@Instacart
 be ignoring a serious issue",,,,,,[],https://twitter.com/FootballTeam221/status/1352728880864493574
Rita R,@RRitzyR,2021-01-22T21:03:50.000Z,"@Instacart
 I've been waiting 2 weeks for an Supervisor/Manager to call me back regarding an unsolved issue.  Do you exist???  This is UNEXCEPTABLE, & TERRIBLE CUSTOMER SERVICE!!  I've spent 20 + hours in the last 2 weeks speaking to your customer service reps with no resolution.",,,3,,1,[],https://twitter.com/RRitzyR/status/1352723673384280064
Link01,@Link01T,2021-01-22T20:40:30.000Z,"Replying to 
@LeeCamp
 @CarolineSUSPEN
 and 
@Instacart","I work for a union retailer that uses our union workers to fulfill Instacart orders, I wonder if UFCW plans on any action for this issue because Instacart makes up like 15% of our sales now, lots of leverage there",,,1,5,[],https://twitter.com/Link01T/status/1352717802201821184
Space Cadet || ACAB || BLM |,@springyjay,2021-01-22T18:46:20.000Z,"Had nothing but HORRIBLE experiences from 
@Instacart
 as both a customer and a shopper for them. 
@Shipt
 is a MUCH better company to work and shop through. Never had an issue with them as a Shopper or Customer. 

Delete Instacart.","Quote Tweet
Julia WEAR A MASK AND STAY HOME Wilde
@Julia_SCI
 · Jan 21
Delete instacart twitter.com/verge/status/1…
Show this thread",,,,,['https://pbs.twimg.com/profile_images/1229824237268951040/joLW1mMW_mini.jpg'],https://twitter.com/springyjay/status/1352689070548406275
Janalina,@janalina,2021-01-22T18:40:17.000Z,"Replying to 
@snooze_cat
 @StormyAtaraxic
 and 
@SpencerMagne",That’s a bummer. Not even Instacart? Maybe it’s a logistical and staffing issue. Whenever I go there every employee is heavily engaged in their duties and the parking lot is a nightmare.,,1,,1,[],https://twitter.com/janalina/status/1352687545310535680
°•.°•McDonald’s Sprite.•°.•,@AsianMacaron,2021-01-22T18:33:46.000Z,"@Instacart
 is scamming me. They charged me for a $25 bag I didn’t want and are refusing to clear up the issue.",,,,,,[],https://twitter.com/AsianMacaron/status/1352685905643900935
In Search of My Own Planet and a Book Store,@bagomixednuts,2021-01-22T17:04:17.000Z,"1st the issue with tips & now this. No more 
@Instacart
. Also see the CEOs of 
@Google
 , 
@Albertsons
 . pattern? In all cases, workers' rights are assaulted or discriminatory practices afoot. 
@LondonBreed
 @GavinNewsom
 
@RoKhanna
 @TechCrunch
 @POTUS
 https://theverge.com/2021/1/21/22242676/instacart-firing-every-union-employee-coronavirus-pandemic?utm_campaign=theverge&utm_content=entry&utm_medium=social&utm_source=twitter… via 
@Verge",,,,,,"['https://pbs.twimg.com/media/EsWeEdCVEAcIeVK?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EsWeEdDVcAAU8tG?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EsWeEdDUcAIActD?format=jpg&name=240x240']",https://twitter.com/bagomixednuts/status/1352663386480209920
Tarik Chaudhary,@Tarik_Chaudhary,2021-01-22T15:53:53.000Z,"Replying to 
@AhmadiMuslim8
 and 
@Instacart","There's some legalities around being an employee vs contractor. 

So it may not actually be illegal. 

But I'm not sure of the circumstances. 

This was part of the issue with Uber and prop 22.",,,,,[],https://twitter.com/Tarik_Chaudhary/status/1352645670927298562
Recruiter_J,@Recruiter_J,2021-01-22T15:27:29.000Z,"Replying to 
@oaklandishdude
 @StevePasquale
 and 2 others","2,000 employees in total were let go. 10 of those 2,000 voted. It's not a issue. You should read the whole article. Not the punch line",,1,,,[],https://twitter.com/Recruiter_J/status/1352639025618837506
Recruiter_J,@Recruiter_J,2021-01-22T15:25:59.000Z,"Replying to 
@StevePasquale
 and 
@Instacart","If you keep reading. You will see they let go of 2,000 employees. 10 of which were those who voted. 
It's not really a issue 
You should read more",,,,,[],https://twitter.com/Recruiter_J/status/1352638648001449984
JB,@Owlnomics,2021-01-22T15:11:20.000Z,"@Instacart
  you never replied to my tweet and I am having an issue ",,😕,,,,[],https://twitter.com/Owlnomics/status/1352634963951284224
Benji Varner,@benjivarner,2021-01-22T14:46:27.000Z,"If 
@Instacart
 was an employer that took care of its employees at a high level this issue wouldn’t even be in the table. The great thing is 
@instacart
 is opening the door to a “low barrier of entry market” now someone else can step in and do what they do only better.",,,1,,,[],https://twitter.com/benjivarner/status/1352628699326242821
Mimi,@mimi_pense,2021-01-22T14:20:07.000Z,"Replying to 
@melvunt
 @ProudSocialist
 and 
@Instacart","how tf are masks ""polarized"" issue ? they're basic science, if you dont know how to live in a society go live in the woode.

 it's not at all a shit take tho, this exxagerated service industry needs to stop, allocate people's taxes in the right places and lower working hours.",🌹 🔻,1,,,[],https://twitter.com/mimi_pense/status/1352622073689088007
Rahal probably,@Rawrhal,2021-01-22T13:42:49.000Z,"Replying to 
@Jonathan_Nevius","I think this actually has to do with the in store workers that instacart hires in rural areas. Not technically the same as your average instacart driver. 

The issue I think is the precedent it sets- 10 people tried to Unionize, they got the iron capitalist in return. Problematic",,1,,,[],https://twitter.com/Rawrhal/status/1352612687985963011
remove jim banks,@melvunt,2021-01-22T13:35:11.000Z,"Replying to 
@mimi_pense
 @ProudSocialist
 and 
@Instacart","Nobody said corporations are the solution bud. 

You're proposing more police control to enforce a polarized issue. Not a good look and also won't really help atm.

However, telling people to ""just go to the store lol"" is a shit take because you're not thinking of everybody.",,2,,,[],https://twitter.com/melvunt/status/1352610767124582402
BullTiger,@BullTiger,2021-01-22T12:20:03.000Z,"Replying to 
@StevePasquale
 @rmayemsinger
 and 
@Instacart",It appears they are shifting from workers in stores to gig workers cross the board. If you read about it out it didn't like a union issue.  More a business model that wasn't working.,,,,2,[],https://twitter.com/BullTiger/status/1352591858363461632
K,@KristiElwood,2021-01-22T10:04:19.000Z,"Replying to 
@verge","This is utterly despicable. Normally I would suggest everyone canceling their Instacart accounts, however, in many areas there are no other ways to get your groceries delivered during this pandemic. It’s not an issue for me as I am healthy enough to risk shopping, it is for many.",,,,,[],https://twitter.com/KristiElwood/status/1352557701276917763
Jason,@LLroomtempJ,2021-01-22T09:37:11.000Z,"Replying to 
@whispersotwind","It's easy for me to say ""boycott instacart"" bc I dont use them. Covid complicates everything. Do what is best for your family

The crux of the issue is ineffective laws&punishments

When profit is king, we need the law to protect ppl who would be victims of those in search of it",,,,,['https://pbs.twimg.com/media/EsU52ZWWMAAez9i?format=jpg&name=small'],https://twitter.com/LLroomtempJ/status/1352550871398313987
Diego #M4A,@chibcha_,2021-01-22T06:43:01.000Z,"@kthalps
 did you see that instacart is firing all the workers that voted to unionize? Maybe you can bring this issue more attention.",,,,,,[],https://twitter.com/chibcha_/status/1352507041445670913
salami maraca,@sammimrowka,2021-01-22T06:35:52.000Z,"Replying to 
@brian_chambers
 @BroadabroadA
 and 3 others",i’m sorry but the individualistic view of the world that capitalism provides is very reductive to say the least. capitalism is an issue that is bigger than the individual but stands no chance against the collective. to say that labor isn’t exploited under capitalism is a lie.,,1,,8,[],https://twitter.com/sammimrowka/status/1352505240013037570
Chris,@CreativeChrisX,2021-01-22T04:44:58.000Z,"Replying to 
@DanPriceSeattle
 @verge
 and 
@deray","Insanely misleading headline.

10 out of 2000 is a HUGE margin of error.

via 
@micsolana
https://twitter.com/micsolana/status/1352409000197955591…
#Instacart #labor #unions",,,,,['https://pbs.twimg.com/profile_images/1134194710573010944/1R6h8Nai_mini.png'],https://twitter.com/CreativeChrisX/status/1352477331462492164
Anita/MarriedwDinner,@MarriedWDinner,2021-01-22T04:26:51.000Z,"Replying to 
@SharonZJewelry
 and 
@Instacart","I gave up on Good Eggs; they kept sending rotten and/or destroyed food. The last straw was a big weekly shop where none of my proteins were delivered. As someone who can’t go to the store myself for missing items, it was a huge issue. And then they took 10 days to refund me.",,1,,1,[],https://twitter.com/MarriedWDinner/status/1352472772274909187
Bryan Tackett,@BRTackett,2021-01-22T03:48:15.000Z,"@Instacart
 you won’t be seeing a red cent from me ever again. Too bad you couldn’t have found a creative way to work with unionized employees. Here’s hoping you either see the error and fix it, or the business fails and you close up shop. Shameful.",,,1,,,[],https://twitter.com/BRTackett/status/1352463057373581316
BimboVision,@iloveurbumbum,2021-01-22T01:55:44.000Z,"In a particularly dark time in my life I worked for Instacart.
The work is stupid fucking hard, there's little room for error, and the pay is dog shit.
Don't fucking use Instacart.","Quote Tweet
The Verge
@verge
 · Jan 21
Instacart is firing every employee who voted to unionize https://theverge.com/2021/1/21/22242676/instacart-firing-every-union-employee-coronavirus-pandemic?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter…",🌙 ✨,,2,14,"['https://pbs.twimg.com/profile_images/877903823133704194/Mqp1PXU8_mini.jpg', 'https://pbs.twimg.com/media/EsR0lBtXEAAR-e2?format=jpg&name=small']",https://twitter.com/iloveurbumbum/status/1352434744655572992
Nathan MacIntyre,@NateMacIntyre,2021-01-22T01:43:47.000Z,"Replying to 
@sftechworker
 @techchronicle
 and 2 others",They used them yes. Now that they want to unionize to be paid fair wages and be treated right they get fired? That's the issue bruh,,,,9,[],https://twitter.com/NateMacIntyre/status/1352431737700294660
Mike Kimble,@Kerfliggle,2021-01-22T01:24:11.000Z,"Replying to 
@NandovMovies","As a grocery store e-commerce guy, I can say I feel bad about them losing their jobs, but that in-store workers and Instacart folks have a bit of a secret rivalry going that also clouds my feelings on the issue...",,,,,[],https://twitter.com/Kerfliggle/status/1352426805383188481
Breonna Taylor's Apartment Walls Matter,@JibMonkey,2021-01-22T01:23:32.000Z,"Replying to 
@evolving000
 @ProudSocialist
 and 
@Instacart","So now Instacart needs to fix the issue?

Who really at fault here?",🦺,1,,,[],https://twitter.com/JibMonkey/status/1352426640429772803
Tinu Abayomi-Paul,@Tinu,2021-01-22T01:06:35.000Z,"Replying to 
@buss_patriarchy
 and 
@Instacart","It’s an issue in the disability community. 30-60% if my active  following has at least one like I do.

& I've been judged for being a high profile person who can’t boycott Amazon. 

One person 
 but a min? Not great to wake up to their judgement. 

So, safe space.",,,,4,[],https://twitter.com/Tinu/status/1352422374575136770
kylo sten,@ksteeno,2021-01-22T00:52:44.000Z,"Replying to 
@evolving000
 and 
@bulbasaur_puffs",The workers fired in that grocery store were Instacart employees. It’s clearly meant to have a chilling effect to intimidate other employees away from unionization efforts. Scale isn’t the issue here — scope is.,,1,3,86,[],https://twitter.com/ksteeno/status/1352418888525312000
Jay Grayson,@JGrayson552,2021-01-22T00:41:51.000Z,"Replying to 
@VICE","Does this explain why we had our first issue since beginning to use 
@Instacart
 over a year ago? They still can’t tell use what happened to our groceries and 
@kroger
 locally had multiple issues in the same day with missing lost orders that he’d never experienced before. #BadMove",💎 ✋ 🤚,,,,[],https://twitter.com/JGrayson552/status/1352416148495720448
S.F. Tech Worker,@sftechworker,2021-01-22T00:30:59.000Z,"Replying to 
@BerkmanOnlyfans
 and 
@Instacart","they had 5 workers who tried to form a union. most shoppers are gig workers. no one had an issue with that before this article came out LOL. 

and pls check the union member rates at the start and end of Obama’s presidency. these silicon valley tech cos are all run by Dems FYI.",,1,,,[],https://twitter.com/sftechworker/status/1352413414467850241
Stanley's Mom,@whenpigsflyyy,2021-01-22T00:22:12.000Z,"Replying to 
@justpeachymean
 @CorpsSquadDevs
 and 2 others","Doordash had its own issues. They were skimming drivers' tips. Supposedly they fixed the issue last year, but if there's any way to withhold tip from grocery bill and give it to the driver in cash, that's what I'd do",,1,1,4,['https://pbs.twimg.com/card_img/1366435735549730820/kzcACvgz?format=jpg&name=360x360'],https://twitter.com/whenpigsflyyy/status/1352411205453934597
amy lee hartzler.,@Jahniquexo,2021-01-22T00:00:28.000Z,Ain’t it funny that Instacart is trending when I went through a whole issue with them mysteriously cancelling my order,,,,,,[],https://twitter.com/Jahniquexo/status/1352405734701543424
taralovesyoutoo,@taralovesyoutoo,2021-01-23T21:35:43.000Z,"@amazon
 I had a major issue with 
@instacart
 today in regards to a gift card I purchased from your site.  The customer service representatives at Amazon were very helpful and resolved the issue refunding me. Thank you so much!!!  #Amazonsavestheday #Amazonprimemember",GIF,,,,,[],https://twitter.com/taralovesyoutoo/status/1353094082134896640
Anja Geitz,@AnjaGeitz,2021-01-23T17:15:33.000Z,"Replying to 
@coconutlime
 @Racheldotbiz
 and 
@Instacart",Kind of a feature not a bug thing.  Independent contractors that work like employees without the protections. Nice gig for companies looking to squeeze profits out of labor.,,1,,,[],https://twitter.com/AnjaGeitz/status/1353028612761415680
Joe Galway,@JoeGalway,2021-01-23T11:45:14.000Z,"Thanks to 
@Instacart
 support last evening for a minor issue with an order. Great and quick support team. #instacart",,,,,,[],https://twitter.com/JoeGalway/status/1352945482323156994
@h3ckt@,@h3ckt@,2021-01-23T11:32:04.000Z,"Replying to 
@Instacart",I’ve done that various times there seems to be an “ongoing investigation” although every agent can see that the order was canceled due to shopper/customer rep error. You folks have my info on file and many tickets opened.,,1,,,[],https://twitter.com/H4nk08/status/1352942170437775360
Brett Windnagle,@SwarmingTheSun,2021-01-23T03:33:49.000Z,"Replying to 
@granolaescobar
 @LunaJynx
 and 
@thejollycrank","My issue wasn't with the privilege—to be able to boycott these things is a position of privilege and it's a good one, I'll use it when I have it for sure. My issue was with people applying the obligatory use of Instacart as a form of moral judgment on others.",,,,2,[],https://twitter.com/SwarmingTheSun/status/1352821815429754881
missa,@SecuritySphynx,2021-01-23T02:38:33.000Z,"Replying to 
@ComradeEevee","Those who make the issue into a black and white decision are missing the real work. “Don’t use Instacart” doesn’t stop the abusive practices.  What if you had 10 delivery options but they ALL did this. Let’s attack sources of problems, not just the symptom.",✨ 🦇 🦇 ✨,1,,6,[],https://twitter.com/SecuritySphynx/status/1352807906568269825
PublixHelps,@PublixHelps,2021-01-23T00:27:03.000Z,"Replying to 
@yougotgutskid",I'm sorry to hear there was an issue with your order. Please contact Instacart directly at 1 (888) 246-7822 for further assistance. ☾ Lacey,,1,,,[],https://twitter.com/PublixHelps/status/1352774814763806721
Sam L | Is it nice out yet,@Laroarmay,2021-01-24T21:21:01.000Z,"Replying to 
@PanBePar
 @clicheguevara59
 and 3 others","""I can't afford to stop working for Instacart""
""easy, just start a class action lawsuit against them. That's a fast and financially attainable way to fix the issue""",,,,4,[],https://twitter.com/Laroarmay/status/1353452773166239745
Brittany Langworthy,@SproutBrittany,2021-01-24T20:36:25.000Z,"@Instacart
 your email support has been terrible. It’s like they don’t read the issue entirely and jump to resolution to keep response time up.",,,1,,,[],https://twitter.com/SproutBrittany/status/1353441548676034560
Jennifer,@SheMadeUlook,2021-01-24T19:28:38.000Z,"Replying to 
@chocolate_dip",I flew purchased in store etc Instacart they only ones that gave me an issue,,,,,[],https://twitter.com/SheMadeUlook/status/1353424490282147840
Tori Scott,@switchkosterice,2021-01-24T15:42:45.000Z,"These unionized Instacart workers have been fired since I bookmarked this in February, 2020. A sign that maybe I should get ahold of my bookmarking to reading ratio issue. Also probably stop using Instacart.","Quote Tweet
Lauren Kaori Gurley
@LaurenKGurley
 · Feb 1, 2020
Breaking: A group of Instacart workers in Chicago just voted to unionize-- a historic first. This victory sends a powerful message to gig workers around the country who are fed up with working conditions. https://vice.com/en_us/article/qjdvgm/instacart-workers-win-historic-union-election…",,1,1,2,['https://pbs.twimg.com/profile_images/1271521911583825920/7KNOHjDf_mini.jpg'],https://twitter.com/switchkosterice/status/1353367644813012994
Felix Olusola Abayomi,@FelixWildlife,2021-01-24T02:05:35.000Z,"Replying to 
@Instacart",This is the error message I get and how come I was able to use the service the 1st with incomplete paperwork?,,,,,['https://pbs.twimg.com/media/EsdlqoGXAAIzvjA?format=jpg&name=900x900'],https://twitter.com/FelixWildlife/status/1353161999065239552
A,@leftopillow,2021-01-24T00:55:29.000Z,"@Instacart
 I have an issue",,🚩 🏴,,,,[],https://twitter.com/leftopillow/status/1353144355503091712
Laura Yutzy,@laa111,2021-01-25T21:55:14.000Z,"Replying to 
@Instacart
 and 
@EmilyRodmell","While we cannot provide a specific time frame for when this issue will be resolved, we appreciate your patience.",,,,,[],https://twitter.com/laa111/status/1353823771078127617
Laura Yutzy,@laa111,2021-01-25T21:05:49.000Z,"Replying to 
@kayrelle01
 and 
@Instacart",I’ve tried to get resolve to an issue for 36 hours and each call is simply wasted time on my end because their agents are useless. They simply document the issue and say someone will look into it!,,,,1,[],https://twitter.com/laa111/status/1353811334576660483
"ｄｅａｄ２ｈｕ
＠ ２０２０ｍｋＩＩ",,2021-01-25T20:54:52.000Z,"Replying to 
@HikageKyun
 and 
@alliepaca","but the issue I had is that T&T online before was very limited with selection, but it's much better now. I was just using instacart, but now that is Not an option",🍡 🌽 🥐 🍙 💀 📕 🍉 🐱 💀,1,,,[],https://twitter.com/HikageKyun/status/1353808580244365312
Kesi M,@kayrelle01,2021-01-25T20:45:47.000Z,"@Instacart
 when will it be possible to speak with a person on call, because I have found no resolution to my problem via Chat!!!!! I’ve had the same issue since 2018 HELP PLEASE",,,3,,1,[],https://twitter.com/kayrelle01/status/1353806293539012610
Tiffany,@ABYISINTS,2021-01-25T18:28:01.000Z,"Poor customer  service .. still hasn't resolved  my issue . Next time you're looking for Instacart's phone number, I highly recommend GetHuman.","Instacart Phone Number | Call Now & Shortcut to Rep
The best Instacart phone number with tools for skipping the wait on hold, the current wait time, tools for scheduling a time to talk with a Instacart rep, reminders when the call center opens, tips...
gethuman.com",,,,,['https://pbs.twimg.com/card_img/1364623565308461059/xWrNiiHU?format=png&name=240x240'],https://twitter.com/ABYISINTS/status/1353771623564763136
Giby,@Giby39313922,2021-01-25T17:04:50.000Z,"@Instacart
 it’s been two weeks I have been paid. I have contacted Instacart support almost 25times. They say we escalated this issue to the right team. After two days I will get an email which says to verify my bank details.(I have been paid before) I did that too. Still no pay.",,,1,,1,[],https://twitter.com/Giby39313922/status/1353750689999187974
